Price,symbol,open,high,low,close,volume
Ticker,NET,NET,NET,NET,NET,NET
date,,,,,,
2019-09-13,NET,18.0,18.0,19.40999984741211,17.5,35993700
2019-09-16,NET,18.6299991607666,18.6299991607666,19.549999237060547,18.299999237060547,9758100
2019-09-17,NET,18.75,18.75,18.899999618530273,18.200000762939453,3170900
2019-09-18,NET,19.59000015258789,19.59000015258789,19.700000762939453,18.6299991607666,4702500
2019-09-19,NET,18.75,18.75,20.479999542236328,18.309999465942383,8514900
2019-09-20,NET,19.8700008392334,19.8700008392334,20.0,18.770000457763672,3598300
2019-09-23,NET,20.959999084472656,20.959999084472656,21.219999313354492,19.579999923706055,3524000
2019-09-24,NET,20.709999084472656,20.709999084472656,22.079999923706055,19.670000076293945,5008100
2019-09-25,NET,20.520000457763672,20.520000457763672,21.200000762939453,20.100000381469727,2624900
2019-09-26,NET,19.549999237060547,19.549999237060547,20.610000610351562,18.709999084472656,3126200
2019-09-27,NET,18.239999771118164,18.239999771118164,19.731000900268555,18.0,3289700
2019-09-30,NET,18.56999969482422,18.56999969482422,18.729999542236328,17.510000228881836,2313000
2019-10-01,NET,16.84000015258789,16.84000015258789,18.719999313354492,16.6200008392334,2619200
2019-10-02,NET,17.25,17.25,17.299999237060547,15.510000228881836,3317500
2019-10-03,NET,16.780000686645508,16.780000686645508,17.3799991607666,16.520000457763672,2462400
2019-10-04,NET,17.270000457763672,17.270000457763672,17.450000762939453,16.600000381469727,1575900
2019-10-07,NET,17.040000915527344,17.040000915527344,17.600000381469727,16.910999298095703,1427100
2019-10-08,NET,17.190000534057617,17.190000534057617,17.700000762939453,16.549999237060547,1310500
2019-10-09,NET,17.34000015258789,17.34000015258789,17.540000915527344,16.920000076293945,832600
2019-10-10,NET,16.329999923706055,16.329999923706055,17.260000228881836,16.25,1885900
2019-10-11,NET,16.469999313354492,16.469999313354492,16.610000610351562,16.110000610351562,1456200
2019-10-14,NET,15.6899995803833,15.6899995803833,16.5,15.680000305175781,1292100
2019-10-15,NET,16.360000610351562,16.360000610351562,16.43000030517578,15.680000305175781,885300
2019-10-16,NET,15.850000381469727,15.850000381469727,16.43000030517578,15.829999923706055,1117300
2019-10-17,NET,15.90999984741211,15.90999984741211,16.350000381469727,15.829999923706055,938700
2019-10-18,NET,15.289999961853027,15.289999961853027,16.170000076293945,15.25,835500
2019-10-21,NET,14.970000267028809,14.970000267028809,15.6899995803833,14.5,1125000
2019-10-22,NET,14.619999885559082,14.619999885559082,15.130000114440918,14.520000457763672,1207100
2019-10-23,NET,14.729999542236328,14.729999542236328,15.239999771118164,14.630000114440918,894500
2019-10-24,NET,15.84000015258789,15.84000015258789,15.930000305175781,14.800000190734863,1116400
2019-10-25,NET,16.170000076293945,16.170000076293945,16.299999237060547,15.6899995803833,1023400
2019-10-28,NET,16.030000686645508,16.030000686645508,16.40999984741211,15.800000190734863,1184700
2019-10-29,NET,15.720000267028809,15.720000267028809,16.239999771118164,15.579999923706055,752700
2019-10-30,NET,16.729999542236328,16.729999542236328,16.770000457763672,15.729999542236328,1092500
2019-10-31,NET,16.84000015258789,16.84000015258789,16.969999313354492,16.31999969482422,918100
2019-11-01,NET,16.829999923706055,16.829999923706055,17.190000534057617,16.700000762939453,705600
2019-11-04,NET,17.3700008392334,17.3700008392334,17.479999542236328,16.892000198364258,996600
2019-11-05,NET,17.100000381469727,17.100000381469727,17.489999771118164,16.84000015258789,849500
2019-11-06,NET,16.219999313354492,16.219999313354492,17.100000381469727,16.15999984741211,1055900
2019-11-07,NET,15.890000343322754,15.890000343322754,16.84000015258789,15.550000190734863,1403800
2019-11-08,NET,16.1200008392334,16.1200008392334,16.59600067138672,15.585000038146973,1498700
2019-11-11,NET,16.229999542236328,16.229999542236328,16.465999603271484,15.9399995803833,504000
2019-11-12,NET,16.15999984741211,16.15999984741211,16.374000549316406,16.020000457763672,339000
2019-11-13,NET,16.260000228881836,16.260000228881836,16.3799991607666,15.779999732971191,713200
2019-11-14,NET,16.670000076293945,16.670000076293945,16.75,16.0,659300
2019-11-15,NET,16.739999771118164,16.739999771118164,17.1200008392334,16.639999389648438,815100
2019-11-18,NET,16.889999389648438,16.889999389648438,16.989999771118164,16.510000228881836,460800
2019-11-19,NET,16.299999237060547,16.299999237060547,16.969999313354492,16.219999313354492,859100
2019-11-20,NET,16.920000076293945,16.920000076293945,17.09000015258789,16.18000030517578,761600
2019-11-21,NET,17.360000610351562,17.360000610351562,17.450000762939453,16.917999267578125,1010500
2019-11-22,NET,17.770000457763672,17.770000457763672,17.989999771118164,17.299999237060547,1062400
2019-11-25,NET,18.06999969482422,18.06999969482422,18.219999313354492,17.739999771118164,786700
2019-11-26,NET,18.790000915527344,18.790000915527344,18.829999923706055,18.06999969482422,1326400
2019-11-27,NET,19.610000610351562,19.610000610351562,19.799999237060547,18.56800079345703,1662600
2019-11-29,NET,19.479999542236328,19.479999542236328,19.6200008392334,19.131000518798828,496500
2019-12-02,NET,18.940000534057617,18.940000534057617,19.440000534057617,18.197999954223633,1720000
2019-12-03,NET,18.950000762939453,18.950000762939453,19.15999984741211,18.110000610351562,856100
2019-12-04,NET,18.959999084472656,18.959999084472656,19.399999618530273,18.829999923706055,992800
2019-12-05,NET,17.729999542236328,17.729999542236328,19.149999618530273,17.719999313354492,1145600
2019-12-06,NET,18.479999542236328,18.479999542236328,18.5,17.950000762939453,878700
2019-12-09,NET,17.709999084472656,17.709999084472656,18.56999969482422,17.270000457763672,923600
2019-12-10,NET,17.670000076293945,17.670000076293945,18.062999725341797,17.43000030517578,453300
2019-12-11,NET,17.170000076293945,17.170000076293945,17.704999923706055,17.049999237060547,611900
2019-12-12,NET,17.65999984741211,17.65999984741211,17.690000534057617,16.920000076293945,545500
2019-12-13,NET,17.950000762939453,17.950000762939453,18.19499969482422,17.329999923706055,704700
2019-12-16,NET,18.3700008392334,18.3700008392334,18.700000762939453,18.059999465942383,882100
2019-12-17,NET,17.610000610351562,17.610000610351562,19.200000762939453,17.420000076293945,1186000
2019-12-18,NET,17.389999389648438,17.389999389648438,17.759000778198242,17.3799991607666,772400
2019-12-19,NET,18.0,18.0,18.149999618530273,17.399999618530273,580000
2019-12-20,NET,18.1200008392334,18.1200008392334,18.700000762939453,17.799999237060547,4174000
2019-12-23,NET,17.34000015258789,17.34000015258789,18.290000915527344,17.280000686645508,981300
2019-12-24,NET,17.350000381469727,17.350000381469727,17.545000076293945,17.200000762939453,354500
2019-12-26,NET,17.18000030517578,17.18000030517578,17.549999237060547,17.149999618530273,498900
2019-12-27,NET,16.690000534057617,16.690000534057617,17.239999771118164,16.635000228881836,790400
2019-12-30,NET,17.209999084472656,17.209999084472656,17.239999771118164,16.200000762939453,890500
2019-12-31,NET,17.059999465942383,17.059999465942383,17.260000228881836,16.799999237060547,927700
2020-01-02,NET,17.030000686645508,17.030000686645508,17.350000381469727,16.799999237060547,706100
2020-01-03,NET,17.170000076293945,17.170000076293945,17.329999923706055,16.81999969482422,594400
2020-01-06,NET,17.690000534057617,17.690000534057617,17.950000762939453,16.979999542236328,1261700
2020-01-07,NET,17.670000076293945,17.670000076293945,17.849000930786133,17.299999237060547,565900
2020-01-08,NET,17.780000686645508,17.780000686645508,18.0,17.5,543600
2020-01-09,NET,17.020000457763672,17.020000457763672,18.1200008392334,17.0,922000
2020-01-10,NET,17.479999542236328,17.479999542236328,17.639999389648438,17.100000381469727,653500
2020-01-13,NET,18.360000610351562,18.360000610351562,18.540000915527344,17.6299991607666,839100
2020-01-14,NET,18.700000762939453,18.700000762939453,18.850000381469727,18.110000610351562,775100
2020-01-15,NET,18.850000381469727,18.850000381469727,19.299999237060547,18.700000762939453,1229200
2020-01-16,NET,18.959999084472656,18.959999084472656,19.239999771118164,18.639999389648438,700400
2020-01-17,NET,18.600000381469727,18.600000381469727,19.299999237060547,18.399999618530273,542700
2020-01-21,NET,18.0,18.0,18.899999618530273,18.0,635700
2020-01-22,NET,18.049999237060547,18.049999237060547,18.489999771118164,17.979999542236328,526500
2020-01-23,NET,18.170000076293945,18.170000076293945,18.18000030517578,17.760000228881836,407100
2020-01-24,NET,17.770000457763672,17.770000457763672,18.68000030517578,17.719999313354492,648900
2020-01-27,NET,17.81999969482422,17.81999969482422,17.860000610351562,17.020000457763672,666400
2020-01-28,NET,18.079999923706055,18.079999923706055,18.1299991607666,17.6299991607666,481600
2020-01-29,NET,17.59000015258789,17.59000015258789,18.270000457763672,17.59000015258789,451800
2020-01-30,NET,18.31999969482422,18.31999969482422,18.3700008392334,17.66200065612793,595300
2020-01-31,NET,17.860000610351562,17.860000610351562,18.350000381469727,17.739999771118164,537800
2020-02-03,NET,17.690000534057617,17.690000534057617,18.190000534057617,17.520000457763672,640300
2020-02-04,NET,17.93000030517578,17.93000030517578,18.395000457763672,17.770000457763672,964500
2020-02-05,NET,18.0,18.0,18.29400062561035,17.649999618530273,1161700
2020-02-06,NET,17.770000457763672,17.770000457763672,18.049999237060547,17.719999313354492,545100
2020-02-07,NET,18.170000076293945,18.170000076293945,18.344999313354492,17.799999237060547,595400
2020-02-10,NET,18.34000015258789,18.34000015258789,19.200000762939453,18.100000381469727,1358500
2020-02-11,NET,18.3700008392334,18.3700008392334,19.229999542236328,18.360000610351562,1455900
2020-02-12,NET,17.81999969482422,17.81999969482422,18.60300064086914,17.549999237060547,1429900
