Price,symbol,open,high,low,close,volume
Ticker,REGN,REGN,REGN,REGN,REGN,REGN
date,,,,,,
2015-12-15,REGN,553.380859375,556.4500122070312,557.1500244140625,540.0,782600
2015-12-16,REGN,556.5830078125,559.6699829101562,563.7899780273438,547.5499877929688,741100
2015-12-17,REGN,548.4482421875,551.489990234375,563.030029296875,551.2000122070312,618900
2015-12-18,REGN,541.2283325195312,544.22998046875,552.030029296875,542.1500244140625,1188300
2015-12-21,REGN,529.6126708984375,532.5499877929688,547.0900268554688,528.280029296875,863300
2015-12-22,REGN,525.4259033203125,528.3400268554688,539.6099853515625,526.260009765625,621800
2015-12-23,REGN,532.8944091796875,535.8499755859375,537.47998046875,528.4099731445312,415300
2015-12-24,REGN,534.6646728515625,537.6300048828125,539.8499755859375,534.1099853515625,169400
2015-12-28,REGN,537.3001098632812,540.280029296875,540.719970703125,531.5800170898438,351000
2015-12-29,REGN,547.1753540039062,550.2100219726562,553.75,541.760009765625,519700
2015-12-30,REGN,545.16650390625,548.1900024414062,551.8800048828125,544.6900024414062,297400
2015-12-31,REGN,539.875732421875,542.8699951171875,550.6599731445312,542.6199951171875,310500
2016-01-04,REGN,513.700927734375,516.5499877929688,532.9099731445312,507.1000061035156,1025800
2016-01-05,REGN,506.1727294921875,508.9800109863281,521.780029296875,504.05999755859375,889300
2016-01-06,REGN,516.6148071289062,519.47998046875,524.6699829101562,496.0,887600
2016-01-07,REGN,499.19140625,501.9599914550781,515.3499755859375,501.9100036621094,931000
2016-01-08,REGN,488.9681091308594,491.67999267578125,511.30999755859375,490.989990234375,793100
2016-01-11,REGN,478.16802978515625,480.82000732421875,498.70001220703125,469.79998779296875,863000
2016-01-12,REGN,472.3602600097656,474.9800109863281,486.989990234375,452.6700134277344,1717700
2016-01-13,REGN,457.03521728515625,459.57000732421875,474.8500061035156,451.3900146484375,1396900
2016-01-14,REGN,476.4375915527344,479.0799865722656,486.5199890136719,453.1600036621094,1193300
2016-01-15,REGN,460.3966064453125,462.95001220703125,476.239990234375,456.0,1350700
2016-01-19,REGN,444.5544128417969,447.0199890136719,474.44000244140625,441.8800048828125,1219300
2016-01-20,REGN,459.402099609375,461.95001220703125,468.82000732421875,432.04998779296875,1229400
2016-01-21,REGN,459.0242004394531,461.57000732421875,469.9800109863281,452.010009765625,889900
2016-01-22,REGN,480.3260498046875,482.989990234375,484.57000732421875,464.2300109863281,820500
2016-01-25,REGN,470.5104675292969,473.1199951171875,482.2699890136719,465.1099853515625,920200
2016-01-26,REGN,461.0032043457031,463.55999755859375,474.3999938964844,456.25,608200
2016-01-27,REGN,431.765380859375,434.1600036621094,463.239990234375,431.510009765625,1225800
